INPUT,REF,OUTPUT,LABEL,BLEU
wo ist die bibliothek,where is the library,where is the bathroom,1,0.47619047619047616
ich wei nicht wo sie wohnen,i dont know where you live,i know know you you,0,0.42105263157894735
er fing an zu fluchen,he started swearing,he started to,1,0.6153846153846154
niemand wird uberleben,no one will survive,no one will,1,0.6363636363636364
ich werde ausgeschimpft wenn ich zu spat komme,if im late ill be scolded,i better be be late,0,0.3684210526315789
sie hat funf groe bruder,she has five older brothers,she has two hair,0,0.5625
das ist ein sehr guter vorschlag,thats a very good suggestion,thats a very good day,0,0.5714285714285714
ich glaube das stimmt so,i believe thats correct,i think that is true,1,0.4
ist das ein kompliment,is this a compliment,is this a,1,0.6666666666666666
ich will ihn auf keinen fall treffen,i dont want to see him at all,i dont want to to him,0,0.47619047619047616
er hat nur vier pesos,he has only four pesos,he has wears a,1,0.42857142857142855
ich wei nicht wann er wiederkommt,i dont know when hell come again,i dont know know know,0,0.38095238095238093
tom wird dir sympathisch sein,youre going to like tom,tom will find you,1,0.5294117647058824
ich wei wie wichtig euch tom ist,i know how much you care about tom,i know what he is is,0,0.5
tom mag indisches essen,tom likes indian food,tom likes fishing,1,0.6470588235294118
kann das jemand nachprufen,can someone check this,can you that that,1,0.4117647058823529
heute ist es schon,its fine today,its is,1,0.6666666666666666
du musst deine versprechen halten,you have to keep your promise,you must to your,0,0.5
darf ich euch noch ein paar fragen stellen,may i ask you some more questions,may i think you a,0,0.5882352941176471
geniee diesen moment,cherish this moment,take this,1,0.6666666666666666
ich will dass du singst,i want you to sing,i want to to to,1,0.4666666666666667
geld offnet alle turen,money opens all doors,the house the doors,1,0.3157894736842105
wo ist mein bruder,wheres my brother,wheres my my,1,0.6666666666666666
kannst du ein omelett zubereiten,can you cook an omelette,can you think a glasses,1,0.4782608695652174
er wurde uberfahren und getotet,he was run over and killed,he was to to cry,0,0.5
ich mochte nicht dahin zuruck,i dont want to go back there,i dont want to to,0,0.47058823529411764
hast du dieses essen wirklich gestohlen,did you really steal this food,did you really toms,0,0.631578947368421
wie wollen sie tom uberzeugen,how are you going to convince tom,how would you like tom,0,0.45454545454545453
ich werde spater mit tom daruber reden,ill talk to tom later about this,ill call tom tom tom,0,0.3499999999999999
jetzt verstehe ich,now i understand,am i now,1,0.75
ich bin fett,im fat,im am,1,0.8
muss ich es von neuem machen,do i have to do it over again,do i want to to,0,0.4666666666666667
sieh was tom an die wand geschrieben hat,look what tom wrote on the wall,look tom tom tom tom,0,0.3
er arbeitet an einem neuen plan,he is working on the new plan,he works a a a,0,0.6428571428571429
ich mag den herbst am liebsten,i like autumn best,i like your,1,0.5454545454545454
hast du deine familie mitgebracht,did you bring your family with you,did you bring your,0,0.5555555555555556
sie ist ungefahr so alt wie ich,shes about the same age as me,she is as as as,0,0.3333333333333333
sie konnen sich irgendeinen aussuchen,you may choose any of them,you should swim to tv,0,0.38095238095238093
tom fragte maria ob sie ihn liebe,tom asked mary if she loved him,tom said mary mary mary,0,0.43478260869565216
tom hatte maria um hilfe bitten sollen,tom shouldve asked mary for help,tom asked to to mary,0,0.55
ist diese kollegmappe deine,is this your briefcase,is this your briefcase,1,0.6363636363636364
wir sind noch nicht fertig,were not done yet,were not ready yet,1,0.5
lass es mich anders ausdrucken,let me put it in another way,let me me me,0,0.4166666666666667
haben sie gesehen was tom maria angetan hat,did you see what tom did to mary,did you did you did tom,0,0.3478260869565218
bitte warten sie funf minuten,please wait for five minutes,please air off please,0,0.47619047619047616
tom ist ein junger und talentierter tanzer,tom is a young and talented dancer,tom is very very and,0,0.6
warum wolltest du dass wir hierherkommen,why did you want us to come here,why did you get to,0,0.5555555555555556
er hatte ein schweres leben,he lived a hard life,he was a lot life,1,0.4117647058823529
vielleicht habe ichs auf dem tisch gelassen,maybe i left it on the table,i may get in the the,0,0.45
ich finde wir mussen eine entscheidung treffen,i think we have to make a decision,i think i you you a,0,0.42105263157894735
das ist nicht sicher,thats not safe,thats not fair,1,0.5714285714285714
er sa aufrecht,he was sitting up straight,he sat to the,0,0.46153846153846156
ich liebe meine tochter,i love my daughter,i love my,1,0.8888888888888888
plotzlich fing es an zu regnen,it suddenly started raining,it was to,0,0.5555555555555556
es bringt nichts ihn nochmal zu fragen,it is no use asking him again,theres wont to to tom,0,0.38095238095238093
ich war vollig fertig,i was devastated,i was wrong,1,0.45454545454545453
er trug eine blaue jacke,he had a blue jacket on,he wore a big friend,1,0.4
ich habe es irgendwo versteckt,i hid it somewhere,i found it right,1,0.4375
was ist in dem eimer,whats in the bucket,whats the the,1,0.5384615384615384
er nahm sich einen tag frei,he took a day off,he took a his,1,0.5384615384615384
ich habe meine brille verloren,ive lost my glasses,i lost my imagination,1,0.47619047619047616
das ist mein bleistift,this is my pencil,this my my,1,0.7
das zimmer erwarmt sich,the room is warming up,the room is in,1,0.7142857142857143
das ist wirklich eine gute idee,thats really a great idea,thats really a good idea,0,0.5
ich lese gerade die zeitung,im reading the newspaper,i am a a,0,0.5
mein haar ist noch nass,my hair is still wet,my hair is very,1,0.6
der schuler beleidigte den lehrer,the student insulted the teacher,the light is the,0,0.4375
tom kicherte wie ein schulmadchen,tom giggled like a schoolgirl,tom likes mary,0,0.7857142857142857
wir mussen alle zusammenarbeiten,we all need to work together,we must to to,0,0.38461538461538464
das ist eine lange geschichte,it is a long story,it was a of story,1,0.47058823529411764
tom ist verargert,tom is angry,tom is,1,1.0
ich wurde sehr gerne fur euch singen,id love to sing for you,i like to to you you,1,0.4
tom wollte maria nicht beleidigen,tom didnt mean to offend mary,tom didnt want mary mary,0,0.4166666666666667
gefallt dir das lied,do you like that song,do you like this song,1,0.6666666666666666
er hat sich im park verlaufen,he got lost in the park,he lives in the the,1,0.42105263157894735
wir konnen es uns nicht leisten fehler zu machen,we cant afford to make mistakes,we cant afford that,0,0.5789473684210527
es ist schwer zu glauben was du da erzahlst,your story is hard to believe,its is to to you,0,0.4375
er muss die uhr reparieren,he has to fix the clock,he was to the the,1,0.4117647058823529
sie hatten recht,they were right,you were right,1,0.6428571428571429
frohliche ostern,happy easter,everything easter,1,0.47058823529411764
das ist wahrlich eine gute idee,thats really a great idea,thats a a idea idea,0,0.42105263157894735
eisenhower hielt sein versprechen,eisenhower kept his promise,he was changed,0,0.42857142857142855
sie explodiert gleich,its about to explode,its going to,1,0.4166666666666667
tom ist ein hervorragender skifahrer,tom is an excellent skier,tom is a,0,0.875
tom schrieb maria einen liebesbrief,tom wrote mary a love letter,tom wrote mary a a,0,0.5
hast du schon wieder dein portemonnaie vergessen,did you forget your wallet again,did you eaten her yet,0,0.5238095238095238
dieses buch ist sehr nutzlich,this book is of great use,this book is very,0,0.5882352941176471
er scheint ehrlich zu sein,he seems honest,he seems to be be,1,0.4117647058823529
sie war jung,she was young,she was perfect,1,0.4
sie schauten mich komisch an,they looked at me funny,they looked look at,1,0.5263157894736842
alle sagen es,everyones saying it,everyone happens,1,0.5625
tom wurde drei stunden lang operiert,tom was in surgery for three hours,tom had three three,0,0.42105263157894735
ich erhebe einsprucheinspruch stattgegeben,objection sustained,i traveled to,1,0.5384615384615384
sie fahrt nach oita,shes going to ooita,she is to,1,0.7777777777777778
ich werde ihnen die stadt zeigen,ill show you around town,ill let you my my,0,0.4117647058823529
ich will nur helfen,i just want to help,i just want to help,1,0.7368421052631579
tom ist wegen diebstahls verhaftet worden,tom was arrested for theft,tom was a a ago,0,0.4666666666666667
ich werde nicht vergessen was ihr getan habt,i wont forget what you did,i dont ask what you,0,0.5789473684210527
hast du einen besten freund,do you have a best friend,do you have a friend,1,0.65
lies bitte dieses buch,please read this book,please check this book,1,0.5454545454545454
wer hat diese bilder gemalt,who painted these pictures,who found the,0,0.6923076923076923
es ist ein sehr gefahrliches system,its a very dangerous system,its a very nice,0,0.6666666666666666
jemand hat auf meinem platz geparkt,someone parked in my spot,who lost me my,0,0.5
kontrollieren sie es einfach,just check it,just it it,1,0.6
tom hatte ein dejavu,tom had a feeling of deja vu,tom was a,0,0.5555555555555556
ich will einfach nur in ruhe gelassen werden,i just want to be left alone,i just want to be be,0,0.6
ich habe dem hund nichts zu fressen gegeben,i didnt feed the dog,i didnt no the dog,1,0.5
ihr konnt hier lernen,you can study here,you can speak here,1,0.6111111111111112
niemand mag krieg,no one likes war,nobody likes like,1,0.47058823529411764
vielleicht hatte tom keine zeit,maybe tom didnt have time,maybe tom no no,0,0.6
du wirst ein groeres boot brauchen,youre going to need a bigger boat,you have a a chance,0,0.3684210526315789
was haben tom und maria denn hier gemacht,what were tom and mary doing here,what tom tom tom tom,0,0.3499999999999999
ich erinnere mich an alles,i remember everything,i remember remember,1,0.3157894736842105
dieser larm stort,this noise is annoying,this movie is,1,0.5384615384615384
toms schwester heit maria,toms sisters name is mary,toms dog is his,0,0.4
sie ist zwei jahre junger als er,shes two years younger than him,she is of of her,0,0.4375
wir lachten und lachten,we laughed and laughed,we almost laughed,1,0.5294117647058824
alle sind glucklich in meiner familie,everyone in my family is happy,they looks in her age,0,0.5238095238095238
du hast tom angelogen,you lied to tom,you asked tom tom,1,0.47058823529411764
sie musste ihr schicksal akzeptieren,she had to accept her fate,she had to your,0,0.6
ich lachele jedes mal wenn ich sie sehe,i smile every time i see her,i wish i you you you,0,0.25
wo finde ich einen geldautomat,where can i find an atm,where i i buy a,1,0.4666666666666667
tom kaut etwas,tom is chewing something,tom is something something,1,0.38461538461538464
danke dass du bei mir geblieben bist,thanks for staying with me,thanks you for me me,0,0.65
sie tauschten grue aus,they exchanged greetings,they both friends,1,0.5882352941176471
wir werden spater auf die sache zu sprechen kommen,we will talk over the matter later,well call to soon,0,0.4117647058823529
ich fahre nachste woche nach neuyork,im going to new york next week,i call the the week,0,0.3157894736842105
tom ging das geld aus,tom ran out of money,tom ran out the,1,0.6
diese farbe steht mir nicht,that color doesnt look good on me,this all not me me,0,0.5555555555555556
ich habe dieses wetter satt,im fed up with this weather,im hungry the day,0,0.5882352941176471
ich freue mich das zu horen,im glad to hear that,im glad glad to to,1,0.5
es lohnt sich nicht geld zu sparen,it is not worthwhile saving money,theres no no to,0,0.5333333333333333
lass den hund drauen,keep the dog out,turn the the dog,1,0.5
ich mag diese jacke nicht,i dont like this jacket,i dont like this movie,1,0.5
bitte antworte auf chinesisch oder englisch,please reply in chinese or english,please forget forget mistakes,0,0.3448275862068966
ich bin in dem haus,i am in the house,im in the house,1,0.6666666666666666
warst du schon einmal in afrika,have you ever been to africa,were you eaten at,0,0.5294117647058824
warum wolltest du mit tom sprechen,why did you want to talk to tom,why did you ask to tom,0,0.5454545454545454
du darfst einladen wen du willst,you may invite whoever you like,you should owe you help,0,0.3478260869565218
wir brauchen deine hilfe,we require your help,we need need help,1,0.35294117647058826
kann ich mir deinen computer leihen,can i borrow your computer,can i borrow your,0,0.6470588235294118
tom hat applaudiert,tom applauded,tom applauded,1,0.7692307692307693
tom hat ein haus in boston,tom has a house in boston,tom is in his house,0,0.5263157894736842
sie scheint krank zu sein,she seems to be sick,she seems to be,1,0.5333333333333333
gibt es fragen,are there any questions,is it something,1,0.5333333333333333
deine idee ist ahnlich wie meine,your idea is similar to mine,your father is her big,0,0.45454545454545453
tom ist ein echter mensch,tom is a true man,tom is a good man,1,0.47058823529411764
ihr konnt nicht gehen,you cant go,you cant go,1,0.8181818181818182
wir sollten nicht den mut verlieren,we should not lose courage,we cant get to,0,0.6428571428571429
du brauchst eine luftveranderung,you need a change of air,you need a a of,1,0.6
er ist wirklich schnell,hes really quick,he is very fast,1,0.5333333333333333
lassen sie das mich machen,let me do that,let me do me,1,0.5833333333333334
das brachte mich dazu meine meinung zu andern,that made me change my mind,i me me my my,0,0.38461538461538464
gluck gehabt,i was lucky,were were lucky,1,0.4666666666666667
bist du fertig tom,are you ready tom,are you ready tom,1,0.5882352941176471
wenn es jemand tun kann dann du,if anyone can do it you can,do if do you you,0,0.4375
ich singe gern,i like to sing songs,i like to,1,0.7777777777777778
ich habe nicht mitbekommen was du gesagt hast,i didnt catch what you said,i didnt didnt you you,0,0.38095238095238093
mit wem redest du,who are you talking with,who are you with with,1,0.5238095238095238
es ist zeit furs bett,its time for bed,its time of bed,1,0.6666666666666666
es gibt nichts dessen du dich schamen musst,you have nothing to be ashamed of,theres is to to you,0,0.47368421052631576
weit du noch was du gesagt hast,do you remember what you said,do you know know know,0,0.2857142857142857
du warest dort in sicherheit,you would be safe there,you were be here,1,0.5625
ich werde das ereignis erlautern,ill explain the incident,ill do it,0,0.5555555555555556
hast du das auch gehort,did you hear it too,did you know that that,1,0.4090909090909091
nach dem regen kommt sonnenschein,after a storm comes a calm,is it at,0,0.5
warum sprichst du so laut,why are you speaking so loudly,why are you so,0,0.7142857142857143
wie hast du das getan,how did you make it,how did you do that,1,0.5263157894736842
ich habe ihnen kaffee gebracht,i brought you some coffee,i owe you coffee,1,0.5
manchmal geht alles daneben,sometimes everything goes wrong,all all all,0,0.0909090909090909
hast du vor ein haus zu kaufen,are you planning on buying a house,have you have to to,0,0.3684210526315789
merkst du nicht wie das haus bebt,dont you feel the house shaking,dont dont like it,0,0.5294117647058824
dem spiel zuzuschauen hat spa gemacht,i enjoyed watching the game,the news made,0,0.6923076923076923
tom wollte dass ihr es wisst,tom wanted you to know,tom wanted to to you,1,0.55
ich habe mich um alles gekummert,ive taken care of everything,i tried all for,0,0.5333333333333333
ich bin eine optimistin,im an optimist,im a prisoner,1,0.6153846153846154
ich dachte wirklich tom sei glucklich,i really thought tom was happy,i knew tom was was,0,0.5
die schiffsbesatzung ist jetzt vollzahlig,the ships crew is now complete,its is,0,0.6666666666666666
wem gehort das gewehr,who does the gun belong to,this is is this,0,0.26666666666666666
diamanten sind einem madchen der beste freund,diamonds are a girls best friends,these is the dog,0,0.5
bitte offnen sie das fenster nicht,please dont open the window,dont open the door,0,0.4444444444444444
lassen sie mich sehen,let me see that,let me me me,1,0.4166666666666667
entschuldigen sie die verspatung,im sorry im late,be sure be at,1,0.46153846153846156
wir sollten uns noch etwas wein gonnen,we should have some more wine,we should have a beer,0,0.5714285714285714
tom hat einen groen wandschrank in seinem zimmer,tom has a big closet in his room,tom has in of of,0,0.5625
ich wurde gerne unter vier augen mit tom sprechen,id like to speak with tom alone,i like to to to,0,0.4666666666666667
wir halten das nicht fur zutreffend,we dont think thats true,we dont do that,0,0.6
es ist ne arge zeit,its a bad time,its a time,1,0.7
die tur war nicht zu,the door wasnt closed,the door was open,1,0.6470588235294118
habt ihr tom meine telefonnummer gegeben,did you give tom my phone number,did you put the dog,0,0.5789473684210527
bitte fahrt vorsichtig,please drive carefully,please be slowly,1,0.4375
wo kann ich mein gepack entgegennehmen,where can i pick up my baggage,where can i watch tv,0,0.45
dein englisch ist perfekt,your english is perfect,your cold is perfect,1,0.65
tom lag mit einer erkaltung im bett,tom was in bed with a cold,tom was out in the,0,0.6111111111111112
ich gehe nachste woche nach europa,im going to europe next week,i let to the the,0,0.3125
ich fuhlte mich nackt,i felt naked,i felt thirsty,1,0.42857142857142855
warum ist es dunkel,why is it dark,whos is dark,1,0.75
ich tue es weil es mir so gefallt,i do it because i like to do it,i do it it it,0,0.38461538461538464
er ist erfroren,he froze to death,he was to to,1,0.5
mir schmeckt dein kaffee,i like your coffee,i like your coffee,1,0.6111111111111112
wo ist dein bruder,where is your brother,where is your,1,0.7692307692307693
hor auf dich zu qualen,stop torturing yourself,stop stop you,1,0.5384615384615384
hat tom es gewusst,did tom know,did tom hurt,1,0.5
unser projekt misslang,our project failed,our students failed,1,0.5789473684210527
wie hoch ist die bearbeitungsgebuhr,how much is the handling charge,how is is,0,0.6666666666666666
wie gefallt dir new york,how do you like new york,how do you like a car,1,0.5714285714285714
du kannst mein auto benutzen,you may use my car,you can use my car,1,0.5555555555555556
ich will mit der schule aufhoren,i want to leave school,i want to to to,1,0.4666666666666667
viele kleine firmen gingen bankrott,many small companies went bankrupt,many likes drink,0,0.6875
es ist fast oktober,its almost october,it almost fair,1,0.6428571428571429
ich hoffe es ist niemand verletzt worden,i hope nobody got hurt,i hope tom tom said,1,0.42105263157894735
es wird nicht lange halten,it wont last long,it wont be be,1,0.46153846153846156
er wei wie man eier brat,he knows how to fry eggs,he knows me like watch,1,0.4090909090909091
ich ware gerne junger,i wish i were younger,i like to be,1,0.3333333333333333
du bist besser in form als ich,youre in better shape than i am,youre braver than ill you,0,0.48
ich werde morgen nicht in die schule gehen,i wont go to school tomorrow,i cant go school,0,0.625
ich werde beenden was ich begonnen habe,im going to finish what i started,i wonder what what you,0,0.5
warten sie bis ich mit dem essen fertig bin,wait till i finish eating,well and im too,0,0.5333333333333333
tom hatte mit mary tanzen sollen,tom shouldve danced with mary,tom tried to to mary,0,0.5
das getrank ist sehr kostlich,this drink is very delicious,the cold is very,0,0.8125
jenes pferd ging als erstes durchs ziel,that horse came in first,the cat was to,1,0.5714285714285714
gefiel dir der film,did you like the movie,did you like the movie,1,0.5909090909090909
tom war nicht nach golfspielen zumute,tom didnt feel like playing golf,tom didnt like,0,0.7142857142857143
ich schneide meine nagel niemals nachts,i never cut my nails at night,i cant off the tv,0,0.5294117647058824
was meint ihr damit,what do you mean by it,what do you doing that,1,0.5
es ist fruh,its early,its raining,1,0.5454545454545454
tom hat eine mandelentzundung,tom has tonsillitis,tom has a,1,0.7777777777777778
ich wei einfach nicht was ich tun soll,i just dont know what to do,i dont what what want do,0,0.375
das steht auer frage,that is out of the question,this is to to,0,0.46153846153846156
dieser wagen muss gewaschen werden,this car needs washing,this car needs to tea,1,0.5238095238095238
meine freundin ist sehr eifersuchtig,my girlfriend is very jealous,my friend is very very,0,0.5
bier enthalt hopfen,beer contains hops,toms is,1,0.7142857142857143
ich bat ihn nicht so schnell zu fahren,i asked him not to drive so fast,i didnt him him him him,0,0.3043478260869566
ich glaube er will dass du ihn bemerkst,i think he wants you to notice him,i think tom to you,0,0.5555555555555556
dies muss die wahrheit sein,this has to be the truth,that would to the the,1,0.3333333333333333
es ist die einzig mogliche schlussfolgerung,its the only possible conclusion,its is,0,0.6666666666666666
das leben ist kurz,life is short,life is is,1,0.6
wir haben sandwiches zum fruhstuck gegessen,we ate sandwiches for breakfast,we changed everywhere,0,0.42857142857142855
sie mag katzen wirklich sehr,she really likes cats a lot,she really like very very,0,0.4
findest du mich attraktiv,do you find me attractive,do you think me,1,0.6666666666666666
tom zuckte mit den schultern,tom shrugged his shoulders,tom teaches himself,0,0.47368421052631576
sie redet zu viel,she speaks too much,she is too much,1,0.6
es handelt sich um eine kleine storung,its a minor glitch,its a too to,1,0.5
du hast dich kein bisschen verandert,you havent changed at all,you dont been a,0,0.6
chopin ist mein lieblingskomponist,chopin is my favorite composer,thats my my,0,0.6363636363636364
verpassen sie ihren zug nicht,dont be late for the train,dont you get the tv,0,0.3684210526315789
ich will dass ihr sofort nach osaka fahrt,i want you to go to osaka at once,i want to to your,0,0.5294117647058824
ich bin kein gewalttatiger mensch,im not a violent person,im not a bad,1,0.5833333333333334
ich habe viel zu tun,im a busy guy,i have to lot do,1,0.1875
gehe deine antworten sorgfaltig durch,check your answers carefully,get the down,0,0.5
er hat mir das gegeben,he gave it to me,he gave me me,1,0.5384615384615384
tom hatte viele freunde,tom had many friends,tom had many many,1,0.5294117647058824
ich fuhle mich ganz gut,im quite well,i feel feel well,1,0.3125
wenn moglich wurde ich mich gern mit dir treffen,id like to see you if possible,i i if if you,0,0.46153846153846156
tom sieht nicht uberzeugt aus,tom looks unconvinced,tom isnt worried,1,0.5625
was habt ihr tom gesagt,what did you tell tom,what did you tell tom,1,0.6190476190476191
ich dusche jeden tag,i shower every day,i hate the day,1,0.5
ich bin noch nicht mit den hausaufgaben fertig,i havent finished my homework yet,im not not to you,0,0.4117647058823529
hier ist eine postkarte,theres a postcard here,its a family,1,0.3333333333333333
ich will mein worterbuch wiederhaben,i want my dictionary back,i want the best,0,0.4666666666666667
haben sie dieses buch schon mal gelesen,have you read this book already,did you have this book,0,0.6363636363636364
tom ist bei weitem junger als er aussieht,tom is much younger than he looks,tom is very happy of,0,0.55
themenwechsel,lets change the topic,lets check the,1,0.5
ich habe gesundigt,i have sinned,i have,1,1.0
sie kommt aus kalifornien,she comes from california,she looks from,0,0.6428571428571429
ich wei an wen du denkst,i know who youre thinking about,i know what misses you,0,0.5454545454545454
ich bin ein optimist,im an optimist,im a,1,1.0
jeder ist etwas besonderes,everyone is special,everyone is special,1,0.6842105263157895
tom sagte dass maria dich mag,tom said that mary likes you,tom said mary mary mary,0,0.43478260869565216
sie sind ein gutes hockeyteam,theyre a good hockey team,youre a good,0,0.6666666666666666
versuchen wir es,lets give it a try,lets try it,1,0.7272727272727273
soll ich mal versuchen mit tom zu reden,should i try to talk to tom,do i want to to tom,0,0.3684210526315789
wer hat aufgehort,who quit,who quit,1,1.0
tom mochte verstehen,tom will understand,tom likes swim,1,0.6428571428571429
mach dir keine sorgen um uns,dont worry about us,dont worry us us,1,0.625
mein zimmer ist immer aufgeraumt,my room is always clean,my room is very,1,0.5333333333333333
tom wiegt mindestens kilogramm,tom weighs as least kilograms,tom sells,0,0.7777777777777778
er fordert sofortige bezahlung,he demands immediate payment,he is to,0,0.75
dies ist mein bleistift,this is my pencil,this is my,1,0.7
sag mir wo tom mary hingebracht hat,tell me where tom took mary,tell me what tom tom,0,0.45
ihr solltet mehr obst essen,you should eat more fruit,you should speak any,0,0.5
tom schmierte seine fahrradkette,tom oiled his bicycle chain,tom is,0,1.0
hast du freude am verlieren,do you enjoy losing,did you bring her,1,0.5294117647058824
wir sind in den flitterwochen,were honeymooning,were are,1,0.5
tom hatte ein tolles wochenende,tom had a great weekend,tom had a good problem,1,0.45454545454545453
tom ist jetzt auf,tom is now up,tom is now now,1,0.5714285714285714
tu ihr nichts,dont hurt her,dont do hurt,1,0.6666666666666666
tom wei sich auszudrucken,tom has a way with words,tom has to of,1,0.5384615384615384
dieses fahrrad wird von meinem bruder benutzt,this bike is used by my brother,this dog is my my,0,0.5294117647058824
was machen sie,what are you doing,what do you doing,1,0.7058823529411765
er war alleine dort,he was alone there,he was home there,1,0.5294117647058824
das ganze kostete zehn dollar,the total came to ten dollars,we all were to,0,0.5
das wenige geld das ich hatte wurde gestohlen,what little money i had was stolen,my dog had my dog,0,0.4117647058823529
ich war die erste die zu sprechen begann,i was the first to begin speaking,i had to to school,0,0.3888888888888889
treten sie vor,come forward,keep down,1,0.5555555555555556
vergesst eure sachen nicht,dont forget your things,dont dont your that,1,0.47368421052631576
ich habe ein problem mit meinem auto,i have a problem with my car,i have a dog car car,0,0.45
ich furchte mich vor nichts,im not afraid of anything,i dont afraid me,0,0.625
suchst du arbeit,are you looking for a job,are you looking for for,1,0.5652173913043478
helfen kann ihnen tom,the person who can help you is tom,let you help tom,0,0.625
mein vater wird mir helfen,my father will help me,my father will help help,1,0.5416666666666666
wie fuhlst du dich jetzt,how do you feel now,how are you live,1,0.5
wir haben nichts anderes zu essen,we have nothing else to eat,we have nothing to,0,0.6111111111111112
das wird der gemeinde nutzen,that will benefit the community,this will to to,0,0.4666666666666667
ihr habt eure chance versaumt,you missed your chance,you missed your chance,1,0.6363636363636364
was ist mit ihrer frau,what about your wife,what is your woman,1,0.5555555555555556
hast du ein haus in italien,do you have a home in italy,have you have a of,0,0.4444444444444444
sie fiel bewutlos auf den boden,she fell unconscious to the floor,she ran on the,0,0.5714285714285714
tom hat seine kleidung gebugelt,tom ironed his clothes,tom raised his,1,0.7142857142857143
es war sie die es mir gesagt hat,it was her that told me,it was me told me,1,0.6470588235294118
ich mag sie alle beide nicht,i dont like either of them,i dont like you you you,0,0.391304347826087
ihr werdet nichts dergleichen tun,you will do no such thing,youll wont no a,0,0.5333333333333333
du musst tun was dir gesagt wird,you must do as you are told,you have to to want,0,0.3684210526315789
ich bin sicher du wirst tom mogen,im sure youll like tom,im glad tom tom tom,1,0.3157894736842105
welche wahlmoglichkeiten haben wir,what choices do we have,what much do do have,1,0.5
was habe ich verpasst,what did i miss,what did i wear,1,0.4666666666666667
er ist gestern abgekratzt,he died yesterday,he was yesterday yesterday,1,0.3461538461538461
ich hatte sie fur alter gehalten,i thought youd be older,i met her with,1,0.42857142857142855
ich werde mir eine andere arbeit suchen,ill get another job,ill take a a,1,0.5
tom hat viele fehler gemacht,tom made many mistakes,tom made a his,1,0.6428571428571429
entschuldige die storung,sorry to trouble you,here to to,1,0.5
warten sie mal kurz,wait a moment,take a a,1,0.5
tom hat sich diesbezuglich geirrt,tom was wrong about that,tom has wrong,1,0.8461538461538461
tom hat durst,tom is thirsty,tom is thirsty,1,0.6428571428571429
tom bremste ab,tom slowed down,tom ran down,1,0.5833333333333334
sie zwangen ihn den brief zu unterschreiben,they forced him to sign the letter,she took him a a,0,0.5
das konnte stimmen,that might be true,that could be,1,0.5384615384615384
hast du meinen fuller gesehen,have you seen my pen,did you have my dog,1,0.47368421052631576
tom half den armen nicht,tom didnt help the poor,tom didnt not the truth,1,0.43478260869565216
ich wollte dir keine furcht einjagen,i didnt want to scare you,i dont want to to to,0,0.4
geh weg,get lost,go away,1,0.42857142857142855
das kann man nicht reparieren,its impossible to fix,it cant be that,1,0.3333333333333333
du siehst wie deine mutter aus,you look like your mother,you you your your,0,0.29411764705882354
hast du ein eigenes zimmer,do you have a room of your own,do you have your room room,0,0.4230769230769231
morgen ist eine prufung,there is a test tomorrow,thats is my,1,0.6363636363636364
wir haben keine geheimnisse voreinander,we have no secrets from each other,we didnt no,0,0.5454545454545454
lebt ihr hier,do you live here,do you live here,1,0.6875
tom isst recht haufig auer hauses,tom quite often eats out,tom is his his his,1,0.3333333333333333
die zeitschrift erscheint jede woche,the magazine comes out every week,the cloth seems fire,0,0.5
was folgte war unangenehm,what followed was unpleasant,what was it,0,0.5454545454545454
sie waren nie allein,they were never alone,you were us,1,0.5454545454545454
mir scheint du irrst dich,it seems to me that you are wrong,i feel you you,0,0.42857142857142855
tom ist ein dilettant,tom is an amateur,tom is a amateur,1,0.625
ich habe gegessen,ive eaten,i ate,1,1.0
ich vergesse standig namen,i am constantly forgetting names,i dont that that name,0,0.38095238095238093
tom stand auf,tom got up,tom was in,1,0.4
wir konnten nichts fur sie tun,we couldnt do anything for them,we cant do do you,0,0.6470588235294118
meine hennen haben letztes jahr weniger eier gelegt,my hens laid fewer eggs last year,i had a of,0,0.6
sie ist meine beste freundin,shes my best friend,shes my my friend,1,0.6470588235294118
hast du ein haus in deutschland gekauft,did you buy a house in germany,did you have a dog,0,0.5555555555555556
tom hat sich weh getan,tom hurt himself,tom changed himself,1,0.5263157894736842
es ist mir mittlerweile eigentlich egal,i dont really care anymore,i dont like to,0,0.5714285714285714
sie ist sehr unbekummert,shes very happygolucky,she is very,0,0.6363636363636364
ich hasse dich nicht mehr,i dont hate you anymore,i dont hate you anymore,1,0.5652173913043478
lass dir diese gelegenheit nicht entgehen,dont let this chance slip by,dont let take this,0,0.6111111111111112
werfen sie nichts auf den boden,dont throw anything on the floor,dont touch the,0,0.5
tom ist ein leidenschaftlicher radfahrer,tom is an avid cyclist,tom is a avid,1,0.6923076923076923
habt ihr eine bessere erklarung,do you have a better explanation,do you have a,0,0.6923076923076923
vergessen sie ihr geld nicht,dont forget your money,dont dont your money,1,0.5
das ist ein frachtschiff,its a cargo ship,its a bus,1,0.5555555555555556
tom ist nicht unser mann,tom is not our man,tom isnt not bad,1,0.5
sie war zu mude zum sprechen,she was too tired to speak,she was to to to,0,0.5
sie kommt aus einer guten familie,she comes from a good family,she is in a a,0,0.46153846153846156
wie schnell kannst du laufen,how fast can you run,how were you you get,1,0.4
ich habe es versucht,ive tried,i tried it,1,0.6
ich habe von tom nie eine antwort bekommen,i never got an answer from tom,i never tom tom tom,0,0.47368421052631576
tom lachte herzlich,tom laughed heartily,tom laughed pale,1,0.6875
